0.00000,26.85938,175177.22746,159088.43615
200.72909,0.74329,430622.55060,0.00000
0.00000,91760.59128,0.00000,7252625.06697
0.00000,0.00000,0.00000,0.00000
0.00000,4.79342,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000
0.00000,21649.50430,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,2.38574,0.00000
0.00000,168.07647,0.84941,0.00000
0.00000,13768.64176,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000
0.00000,100.84896,54.97840,880.41217
10883.44832,1.00000,1.00000,0.75000
0.00000,0.00000,0.00000,0.00000
