0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.72427,0.71366
0.59643,0.57158,0.00000,0.80198
0.00000,0.00000,0.00000,0.00000
0.00000,0.45527,0.15445,0.00000
0.00000,0.00000,0.00000,0.00000
0.09959,0.76000,0.07722,0.00000
0.00000,0.00000,0.00000,0.00000
0.72535,0.11176,0.75552,0.69872
0.00000,0.73432,0.79485,0.08395
0.61117,0.87847,0.00000,0.69901
0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000
0.06230,0.81827,0.80851,0.30811
0.80757,0.84242,1.00000,0.85159
0.00000,0.00000,0.00000,0.00000
